Date,Open,High,Low,Close,Adj Close,Volume
2015-05-04,640.000000,681.000000,640.000000,674.000000,664.206116,248766
2015-05-05,675.000000,676.000000,657.000000,662.500000,652.873169,280677
2015-05-06,660.250000,661.099976,632.000000,636.250000,627.004639,197474
2015-05-07,632.000000,642.299988,621.000000,628.400024,619.268738,359662
2015-05-08,631.000000,659.250000,631.000000,653.700012,644.201050,145974
2015-05-11,665.000000,672.000000,662.650024,665.299988,655.632507,144349
2015-05-12,665.299988,674.000000,653.900024,664.000000,654.351379,176451
2015-05-13,664.000000,679.500000,660.650024,676.599976,666.768250,154708
2015-05-14,677.500000,696.150024,677.500000,684.299988,674.356384,257729
2015-05-15,682.900024,686.299988,673.349976,684.000000,674.060791,103961
2015-05-18,683.900024,689.750000,678.799988,685.750000,675.785339,81694
2015-05-19,684.000000,694.000000,680.049988,682.650024,672.730469,82944
2015-05-20,684.549988,690.549988,681.250000,688.049988,678.051880,299612
2015-05-21,687.000000,688.500000,669.500000,674.400024,664.600342,157063
2015-05-22,676.000000,680.000000,667.400024,674.049988,664.255310,108881
2015-05-25,678.700012,678.700012,657.849976,660.000000,650.409424,124261
2015-05-26,662.400024,665.000000,652.700012,659.200012,649.621155,78420
2015-05-27,658.099976,669.400024,652.849976,660.450012,650.852966,101658
2015-05-28,663.500000,665.799988,639.299988,643.400024,634.050720,220139
2015-05-29,650.000000,658.799988,642.450012,650.450012,640.998352,326590
2015-06-01,645.000000,672.599976,645.000000,662.200012,652.577576,241113
2015-06-02,667.000000,669.000000,639.049988,641.000000,631.685547,441183
2015-06-03,644.000000,644.099976,631.299988,634.900024,625.674255,144658
2015-06-04,641.250000,643.799988,625.849976,629.750000,620.599060,120212
2015-06-05,630.200012,637.000000,621.000000,623.650024,614.587708,136345
2015-06-08,620.299988,621.750000,609.500000,614.049988,605.127197,117467
2015-06-09,608.000000,610.799988,590.000000,593.500000,584.875854,237758
2015-06-10,593.299988,600.250000,586.250000,593.450012,584.826599,99413
2015-06-11,596.000000,599.049988,572.299988,575.250000,566.890991,154443
2015-06-12,572.500000,586.400024,572.500000,583.150024,574.676208,181330
2015-06-15,584.000000,592.500000,572.000000,585.650024,577.139893,116351
