Date,Open,High,Low,Close,Adj Close,Volume
2015-07-03,3502.449951,3597.000000,3502.449951,3581.300049,3466.196777,9908
2015-07-06,3565.500000,3718.000000,3560.850098,3711.750000,3592.453857,32239
2015-07-07,3711.750000,3750.399902,3687.399902,3732.600098,3612.633789,16300
2015-07-08,3725.000000,3767.449951,3703.000000,3721.399902,3601.793457,11602
2015-07-09,3721.000000,3760.000000,3720.250000,3731.449951,3611.520264,5350
2015-07-10,3735.000000,3760.000000,3712.550049,3742.149902,3641.393555,13526
2015-07-13,3754.500000,3785.899902,3725.649902,3758.750000,3657.546875,18412
2015-07-14,3791.000000,3827.100098,3765.050049,3778.850098,3677.105957,12984
2015-07-15,3790.000000,3819.000000,3785.100098,3809.949951,3707.368164,13416
2015-07-16,3814.000000,3870.000000,3810.449951,3861.100098,3757.141113,16862
2015-07-17,3865.000000,3890.000000,3851.000000,3879.899902,3775.435059,13974
2015-07-20,3880.000000,3931.199951,3865.800049,3926.149902,3820.439697,9985
2015-07-21,3925.000000,3925.000000,3838.800049,3852.050049,3748.334473,10193
2015-07-22,3845.000000,3895.000000,3839.949951,3848.000000,3744.393799,9117
2015-07-23,3875.000000,3960.000000,3875.000000,3910.350098,3805.065186,13598
2015-07-24,3913.000000,3938.000000,3890.000000,3903.000000,3797.912842,9658
2015-07-27,3925.000000,3925.000000,3829.000000,3856.399902,3752.567627,9076
2015-07-28,3885.000000,3910.000000,3735.000000,3746.649902,3645.772461,10825
2015-07-29,3795.000000,3795.000000,3670.000000,3713.199951,3613.223145,22089
2015-07-30,3730.000000,3933.000000,3721.050049,3907.550049,3802.340820,123786
2015-07-31,3960.000000,4084.949951,3960.000000,4065.699951,3956.232178,55657
2015-08-03,4076.500000,4160.000000,4055.500000,4146.850098,4035.197754,21135
2015-08-04,4141.000000,4194.000000,4117.000000,4166.149902,4053.977539,18283
2015-08-05,4150.000000,4209.000000,4144.500000,4194.950195,4082.002441,13604
2015-08-06,4210.000000,4325.000000,4210.000000,4270.100098,4155.128906,40694
2015-08-07,4272.000000,4275.950195,4231.700195,4258.700195,4144.035645,19907
2015-08-10,4225.000000,4317.149902,4225.000000,4258.299805,4143.646484,14251
2015-08-11,4290.000000,4298.000000,4183.200195,4231.000000,4117.081543,9056
2015-08-12,4235.000000,4285.950195,4203.200195,4276.700195,4161.551270,13904
2015-08-13,4261.000000,4317.000000,4251.450195,4290.299805,4174.784668,14699
2015-08-14,4290.000000,4337.000000,4232.000000,4258.049805,4143.403320,24993
2015-08-17,4232.000000,4232.000000,4160.450195,4173.149902,4060.789063,68937
2015-08-18,4205.000000,4221.899902,4164.899902,4188.100098,4075.336670,5499
2015-08-19,4216.000000,4258.000000,4198.549805,4231.850098,4117.908691,78871
2015-08-20,4240.000000,4327.100098,4240.000000,4297.000000,4181.304688,16433
2015-08-21,4300.000000,4305.000000,4214.000000,4241.500000,4127.299316,41241
2015-08-24,4199.950195,4199.950195,4029.949951,4045.500000,3936.576172,15270
2015-08-25,4080.000000,4150.000000,3933.649902,4111.450195,4000.750732,22256
2015-08-26,4149.000000,4149.000000,3974.500000,4058.100098,3948.836914,13865
2015-08-27,4100.000000,4191.000000,4088.000000,4131.549805,4020.309326,11338
2015-08-28,4201.000000,4238.000000,4161.000000,4178.700195,4066.190430,8877
2015-08-31,4188.000000,4325.000000,4178.100098,4310.149902,4194.100586,13296
2015-09-01,4261.000000,4308.250000,4209.000000,4253.350098,4138.830078,15431
2015-09-02,4260.000000,4279.100098,4190.450195,4202.600098,4089.446533,18229
2015-09-03,4215.000000,4259.899902,4195.100098,4207.450195,4094.165771,8777
2015-09-04,4205.000000,4205.000000,4027.500000,4056.149902,3946.939209,12395
2015-09-07,4071.000000,4095.600098,3929.000000,3949.449951,3843.112549,10493
2015-09-08,3952.000000,4015.000000,3856.000000,3978.750000,3871.623535,18684
2015-09-09,4040.000000,4088.000000,3960.000000,4038.050049,3929.326904,95044
2015-09-10,4044.000000,4044.000000,3959.250000,3973.250000,3866.271240,21402
2015-09-11,4017.000000,4025.000000,3969.000000,4005.250000,3897.409912,10042
2015-09-14,4010.000000,4048.699951,3982.000000,4037.500000,3928.791748,8965
2015-09-15,4025.000000,4029.949951,3986.300049,4011.250000,3903.248535,5318
2015-09-16,4025.000000,4025.000000,3985.399902,4006.000000,3898.139893,8314
2015-09-18,4028.000000,4040.000000,3980.949951,4001.649902,3893.906738,16617
2015-09-21,3957.750000,3970.850098,3943.000000,3957.350098,3850.799561,10926
2015-09-22,4010.000000,4010.000000,3905.350098,3928.550049,3822.774658,14567
2015-09-23,3928.000000,3954.449951,3855.649902,3941.550049,3835.424805,8257
2015-09-24,3954.350098,3998.949951,3948.750000,3971.649902,3864.714600,9400
2015-09-28,3921.000000,4222.750000,3921.000000,4191.850098,4078.985352,49668
2015-09-29,4141.200195,4147.000000,4023.100098,4075.050049,3965.330566,27611
2015-09-30,4109.850098,4194.000000,4091.000000,4155.450195,4043.565674,18488
2015-10-01,4200.000000,4247.049805,4187.000000,4230.049805,4116.157227,20496
2015-10-05,4221.000000,4234.899902,4166.250000,4182.200195,4069.595703,9458
2015-10-06,4230.000000,4308.000000,4224.299805,4243.899902,4129.634277,13939
2015-10-07,4250.000000,4250.000000,4181.000000,4196.200195,4083.218994,12733
2015-10-08,4229.000000,4250.049805,4202.049805,4216.399902,4102.874512,10006
2015-10-09,4250.000000,4294.399902,4236.000000,4249.100098,4134.694336,9959
2015-10-12,4249.100098,4284.000000,4160.100098,4190.750000,4077.915771,7411
2015-10-13,4209.000000,4243.750000,4175.000000,4225.100098,4111.340332,10931
2015-10-14,4220.000000,4255.000000,4182.000000,4195.850098,4082.878174,5136
2015-10-15,4208.000000,4235.500000,4190.049805,4208.899902,4095.576660,5785
2015-10-16,4202.850098,4278.100098,4162.000000,4264.000000,4149.192871,10382
2015-10-19,4273.000000,4349.000000,4213.649902,4336.700195,4219.935547,13077
2015-10-20,4373.000000,4382.950195,4273.000000,4315.299805,4199.111816,12254
2015-10-21,4289.000000,4289.000000,4160.000000,4172.950195,4060.594727,29957
2015-10-23,4200.000000,4200.000000,4142.000000,4184.750000,4072.076904,58898
2015-10-26,4245.250000,4258.000000,4155.750000,4200.950195,4087.841309,16423
2015-10-27,4207.399902,4214.899902,4163.500000,4182.299805,4069.692139,9242
2015-10-28,4192.799805,4192.799805,4080.000000,4107.500000,3996.906982,16977
2015-10-29,4115.000000,4232.399902,4086.300049,4214.049805,4100.587402,47638
2015-10-30,4267.000000,4360.000000,4232.549805,4269.500000,4154.545410,241821
2015-11-02,4269.000000,4305.200195,4233.000000,4287.200195,4171.768555,21737
2015-11-03,4290.049805,4340.000000,4290.049805,4325.450195,4208.988281,12889
2015-11-04,4335.000000,4375.299805,4306.299805,4314.350098,4198.187500,10126
2015-11-05,4306.450195,4326.149902,4239.700195,4252.600098,4138.100586,14953
2015-11-06,4255.000000,4294.149902,3615.000000,3629.550049,3531.825684,379150
2015-11-09,3588.000000,3588.000000,3453.000000,3504.600098,3410.239746,144448
2015-11-10,3490.000000,3494.899902,3304.000000,3336.300049,3246.471191,189479
2015-11-13,3320.000000,3405.699951,3300.000000,3384.449951,3293.324463,175682
2015-11-16,3425.000000,3518.350098,3409.199951,3500.500000,3406.250000,90205
2015-11-17,3470.000000,3470.899902,3412.000000,3440.000000,3347.379150,117691
2015-11-18,3430.000000,3437.000000,3369.000000,3375.550049,3284.664307,67252
2015-11-19,3386.050049,3404.750000,3140.000000,3286.800049,3198.303955,476577
2015-11-20,3309.000000,3375.000000,3305.000000,3349.050049,3258.877930,84538
2015-11-23,3375.000000,3417.899902,3350.000000,3400.949951,3309.380371,49316
2015-11-24,3415.000000,3415.000000,3352.550049,3388.600098,3297.363037,36165
2015-11-26,3049.750000,3200.000000,3049.750000,3110.350098,3026.604980,280231
2015-11-27,3125.199951,3137.000000,3053.000000,3099.100098,3015.657715,140638
2015-11-30,3103.000000,3140.000000,3102.000000,3109.899902,3026.166748,82449
2015-12-01,3140.000000,3225.000000,3133.000000,3212.800049,3126.296387,110811
2015-12-02,3248.000000,3265.000000,3221.899902,3251.899902,3164.343506,74393
2015-12-03,3249.899902,3249.899902,3201.050049,3223.500000,3136.708008,47660
2015-12-04,3206.000000,3215.250000,3180.000000,3195.000000,3108.975830,51323
2015-12-07,3200.000000,3208.750000,3154.000000,3180.399902,3094.768555,42299
2015-12-08,3160.000000,3160.000000,3051.000000,3070.850098,2988.168213,118510
2015-12-09,2978.000000,3023.949951,2953.350098,2997.300049,2916.598633,125239
2015-12-10,2999.800049,3036.000000,2970.000000,2994.550049,2913.922852,71640
2015-12-11,2996.600098,3024.000000,2950.500000,2964.949951,2885.119873,66650
2015-12-14,2965.000000,3015.000000,2956.500000,3004.800049,2923.896729,44363
2015-12-15,3015.000000,3042.000000,2985.100098,2991.649902,2911.100586,43730
2015-12-16,3001.000000,3039.750000,2995.050049,3001.449951,2920.636963,31402
2015-12-17,3033.000000,3061.449951,3011.550049,3018.550049,2937.276611,38981
2015-12-18,3010.000000,3010.000000,2970.000000,2974.750000,2894.655762,28482
2015-12-21,2975.100098,3026.949951,2968.000000,3009.050049,2928.031982,31248
2015-12-22,3015.000000,3031.000000,2995.000000,3001.600098,2920.783203,25846
2015-12-23,3025.000000,3030.000000,3011.899902,3019.949951,2938.638672,20398
2015-12-24,3035.000000,3048.050049,2989.500000,3010.399902,2929.345703,35349
2015-12-28,3018.850098,3121.000000,3017.550049,3116.350098,3032.443359,53407
2015-12-29,3140.000000,3148.000000,3087.050049,3102.300049,3018.771484,53706
2015-12-30,3124.000000,3171.000000,3114.000000,3121.399902,3037.357178,58266
2015-12-31,3135.000000,3155.500000,3092.050049,3103.149902,3019.598633,97768
2016-01-01,3119.000000,3122.899902,3090.000000,3105.850098,3022.226074,19600
2016-01-04,3105.850098,3119.949951,3050.000000,3056.949951,2974.642578,44056
2016-01-05,3060.000000,3083.300049,3058.000000,3066.649902,2984.081299,23337
2016-01-06,3062.000000,3091.449951,3038.449951,3047.350098,2965.301270,20214
2016-01-07,3029.699951,3029.699951,2967.500000,2990.550049,2910.030518,69123
2016-01-08,2990.000000,3031.949951,2980.000000,3010.600098,2929.540527,34316
2016-01-11,3004.000000,3004.000000,2930.899902,2942.500000,2863.274170,58263
2016-01-12,2920.000000,2944.500000,2893.149902,2923.649902,2844.931396,53274
2016-01-13,2933.000000,2949.000000,2858.000000,2891.000000,2813.160645,60902
2016-01-14,2880.000000,2924.399902,2854.050049,2915.199951,2836.708984,34343
2016-01-15,2916.000000,2961.050049,2916.000000,2936.699951,2857.630371,40122
2016-01-18,2929.000000,2948.000000,2864.000000,2876.899902,2799.440430,26836
2016-01-19,2877.550049,2942.000000,2845.000000,2916.350098,2837.828369,25791
2016-01-20,2890.000000,2907.000000,2858.000000,2868.300049,2791.072021,24325
2016-01-21,2884.300049,2893.949951,2750.000000,2757.550049,2683.303711,58318
2016-01-22,2777.000000,2908.350098,2777.000000,2883.149902,2805.521973,57560
2016-01-25,2919.000000,2926.149902,2883.000000,2898.850098,2820.799561,18663
2016-01-27,2911.550049,2974.949951,2900.800049,2967.699951,2887.795654,85396
2016-01-28,2997.000000,3026.600098,2959.350098,3007.100098,2926.134766,29047
2016-01-29,2990.000000,3115.000000,2971.550049,3103.600098,3020.036865,59871
2016-02-01,3108.000000,3136.000000,3042.000000,3050.000000,2967.879639,49184
2016-02-02,3055.000000,3107.199951,3035.100098,3045.399902,2963.403564,18353
2016-02-03,3040.000000,3040.000000,2997.000000,3007.750000,2926.767334,16676
2016-02-04,3029.000000,3049.449951,2971.000000,3007.350098,2926.378174,26617
2016-02-05,3020.000000,3123.300049,2996.399902,3109.050049,3025.339844,35084
2016-02-08,3100.000000,3123.250000,3032.000000,3070.649902,2987.973633,49312
2016-02-09,3070.000000,3112.000000,2950.000000,2959.649902,2879.962402,178944
2016-02-10,2920.000000,2935.000000,2828.000000,2886.850098,2809.122559,73630
2016-02-11,2905.000000,2974.000000,2855.000000,2887.000000,2809.268555,72819
2016-02-12,2915.000000,2932.000000,2825.300049,2846.449951,2769.810303,58310
2016-02-15,2886.000000,2900.000000,2814.800049,2855.899902,2779.005859,38546
2016-02-16,2884.000000,2924.699951,2847.000000,2860.350098,2783.336182,37623
2016-02-17,2877.000000,2989.850098,2877.000000,2961.050049,2881.324951,76619
2016-02-18,3041.000000,3151.850098,3020.000000,3094.949951,3011.619385,111200
2016-02-19,3105.000000,3105.000000,3050.000000,3062.100098,2979.654053,37585
2016-02-22,3073.250000,3115.199951,3073.250000,3100.949951,3017.457764,25865
2016-02-23,3110.149902,3145.000000,3067.000000,3077.949951,2995.076904,41733
2016-02-24,3060.500000,3065.050049,3002.500000,3013.449951,2932.313965,22140
2016-02-25,3030.000000,3030.000000,2985.000000,2993.250000,2912.657471,27990
2016-02-26,3019.000000,3034.399902,2960.250000,2992.899902,2912.316895,30937
2016-02-29,2994.050049,3073.199951,2980.100098,3031.250000,2949.634521,48090
2016-03-01,3043.000000,3048.000000,2999.000000,3028.000000,2946.472168,25890
2016-03-02,3050.000000,3074.949951,3008.000000,3014.399902,2933.238037,35725
2016-03-03,3050.000000,3201.350098,3050.000000,3188.350098,3102.504883,82678
2016-03-04,3211.000000,3280.000000,3202.300049,3243.750000,3156.412842,57652
2016-03-08,3260.000000,3273.899902,3191.000000,3217.550049,3130.918457,30999
2016-03-09,3211.000000,3225.750000,3175.449951,3218.750000,3132.086182,24716
2016-03-10,3230.000000,3230.000000,3163.500000,3184.250000,3098.515137,24506
2016-03-11,3175.000000,3223.350098,3175.000000,3211.899902,3125.420410,20732
2016-03-14,3230.000000,3247.000000,3197.000000,3234.350098,3147.266113,29155
2016-03-15,3260.000000,3260.000000,3110.250000,3138.649902,3054.142822,21370
2016-03-16,3118.699951,3165.000000,3068.550049,3155.399902,3070.441895,31677
2016-03-17,3179.000000,3180.000000,3110.000000,3121.649902,3037.600586,23667
2016-03-18,3108.199951,3176.000000,3087.500000,3170.399902,3085.037842,22362
2016-03-21,3150.000000,3194.850098,3126.500000,3182.899902,3097.201172,26068
2016-03-22,3195.000000,3195.000000,3051.000000,3062.600098,2980.140625,77833
2016-03-23,3057.000000,3080.000000,3033.550049,3047.250000,2965.203857,35045
2016-03-28,3049.899902,3074.300049,3016.000000,3035.550049,2953.818604,35726
2016-03-29,3028.000000,3035.500000,2891.949951,2945.149902,2865.852783,52420
2016-03-30,2961.000000,3026.000000,2928.949951,3013.199951,2932.070557,40637
2016-03-31,3030.000000,3060.000000,3004.100098,3034.899902,2953.186279,37543
2016-04-01,3027.000000,3027.750000,2966.000000,2979.949951,2899.715576,44819
2016-04-04,3009.000000,3040.649902,2999.850098,3015.050049,2933.870850,28822
2016-04-05,3010.000000,3039.000000,2990.000000,2996.000000,2915.333740,22124
2016-04-06,3060.000000,3060.000000,2974.850098,2999.949951,2919.177246,21257
2016-04-07,3012.000000,3073.000000,3009.000000,3031.399902,2949.780518,41228
2016-04-08,3060.000000,3085.000000,3028.149902,3035.800049,2954.062256,22353
2016-04-11,3040.000000,3040.000000,2995.899902,3028.600098,2947.055908,24629
2016-04-12,3079.000000,3095.000000,3053.000000,3082.800049,2999.796631,24844
2016-04-13,3095.000000,3124.000000,3087.250000,3100.600098,3017.117432,40541
2016-04-18,3100.000000,3103.050049,3023.500000,3091.500000,3008.262207,17291
2016-04-20,3115.000000,3132.899902,3103.050049,3110.600098,3026.848145,16179
2016-04-21,3111.100098,3140.000000,3111.000000,3132.199951,3047.866455,15062
2016-04-22,3110.000000,3157.899902,3110.000000,3136.050049,3051.612793,14293
2016-04-25,3163.000000,3169.000000,3106.800049,3119.600098,3035.605957,17193
2016-04-26,3100.000000,3134.699951,3100.000000,3119.850098,3035.849121,14485
2016-04-27,3108.000000,3138.399902,3090.000000,3130.050049,3045.774414,16105
2016-04-28,3118.000000,3143.000000,3070.000000,3086.449951,3003.348389,10256
2016-04-29,3094.250000,3107.000000,3071.000000,3094.300049,3010.987061,27375
2016-05-02,3065.100098,3076.050049,3002.000000,3012.100098,2931.000488,18232
2016-05-03,3004.000000,3026.300049,2961.100098,2968.250000,2888.330811,35003
2016-05-04,2960.000000,2960.000000,2922.000000,2932.850098,2853.884033,15074
2016-05-05,2935.000000,2952.449951,2910.850098,2931.050049,2852.132324,20053
2016-05-06,2929.100098,2929.149902,2862.300049,2868.199951,2790.974854,28916
2016-05-09,2869.000000,2870.000000,2825.000000,2842.000000,2765.480225,41945
2016-05-10,2864.000000,2958.000000,2855.000000,2928.350098,2849.505127,38352
2016-05-11,2920.000000,2920.000000,2860.000000,2869.199951,2791.947510,41386
2016-05-12,2845.000000,2994.000000,2845.000000,2973.850098,2893.780273,158515
2016-05-13,2920.000000,2940.899902,2887.800049,2912.100098,2833.692627,31760
2016-05-16,2920.000000,3023.250000,2920.000000,3004.250000,2923.361572,44132
2016-05-17,3010.000000,3034.649902,3007.100098,3014.850098,2933.676270,11965
2016-05-18,3010.000000,3047.000000,3000.050049,3028.699951,2947.153320,22340
2016-05-19,3032.000000,3048.949951,3014.000000,3021.350098,2940.001221,12231
2016-05-20,3025.000000,3044.000000,3020.699951,3035.000000,2953.283691,30626
2016-05-23,3035.000000,3044.949951,3018.899902,3030.699951,2949.099121,18319
2016-05-24,3029.800049,3038.449951,3016.949951,3025.250000,2943.796143,23260
2016-05-25,3030.000000,3075.000000,3019.500000,3052.949951,2970.750244,26754
2016-05-26,3053.350098,3110.000000,3053.350098,3090.300049,3007.094727,32577
2016-05-27,3073.449951,3135.449951,3073.449951,3112.600098,3028.794189,19795
2016-05-30,3119.949951,3177.850098,3117.300049,3170.100098,3084.746094,72994
2016-05-31,3170.100098,3200.000000,3164.050049,3184.399902,3098.660889,75160
2016-06-01,3194.949951,3219.000000,3173.949951,3182.949951,3097.250000,54396
2016-06-02,3185.000000,3197.000000,3167.100098,3176.649902,3091.119629,22518
2016-06-03,3176.649902,3195.500000,3146.000000,3159.449951,3074.382813,55438
2016-06-06,3159.449951,3170.000000,3130.000000,3151.850098,3066.987549,9770
2016-06-07,3127.000000,3182.800049,3127.000000,3157.750000,3072.728516,37561
2016-06-08,3150.000000,3170.000000,3127.149902,3132.600098,3048.255615,6025
2016-06-09,3099.000000,3099.000000,3062.300049,3071.449951,2988.752197,55845
2016-06-10,3070.000000,3091.199951,3048.050049,3064.600098,2982.086670,14867
2016-06-13,3095.000000,3100.050049,3073.000000,3086.199951,3003.104736,18879
2016-06-14,3095.000000,3108.199951,3083.050049,3095.949951,3012.592529,7768
2016-06-15,3100.000000,3100.000000,3080.000000,3085.100098,3002.034668,7733
2016-06-16,3094.750000,3094.750000,3030.550049,3046.850098,2964.814697,12358
2016-06-17,3095.000000,3095.000000,2993.199951,3005.399902,2924.480713,26738
2016-06-20,3006.000000,3065.350098,3001.149902,3057.899902,2975.566895,14806
2016-06-21,3073.750000,3093.449951,3037.449951,3049.500000,2967.393066,12359
2016-06-22,3070.000000,3132.600098,3070.000000,3103.100098,3019.550049,43015
2016-06-23,3113.500000,3177.699951,3113.500000,3170.699951,3085.329590,34622
2016-06-24,3112.000000,3161.949951,3086.800049,3150.300049,3065.479248,39471
2016-06-27,3150.000000,3267.800049,3134.800049,3240.649902,3153.396240,55938
2016-06-28,3240.550049,3282.800049,3236.050049,3265.750000,3177.820801,35402
2016-06-29,3278.000000,3318.250000,3259.600098,3272.949951,3184.826904,31230
2016-06-30,3310.000000,3396.699951,3310.000000,3383.500000,3292.400391,36379
2016-07-01,3400.000000,3498.000000,3400.000000,3477.250000,3383.625977,39905
2016-07-04,3525.000000,3553.050049,3417.350098,3435.050049,3342.562500,36252
2016-07-05,3440.000000,3477.899902,3431.250000,3447.699951,3354.871582,15718
2016-07-07,3480.000000,3550.000000,3475.399902,3525.149902,3430.236572,36368
2016-07-08,3530.000000,3562.649902,3495.899902,3555.500000,3459.769531,25488
2016-07-11,3567.000000,3633.000000,3567.000000,3616.100098,3518.737793,19796
2016-07-12,3616.100098,3625.000000,3569.399902,3591.300049,3494.605469,20398
2016-07-13,3586.800049,3625.000000,3554.399902,3607.800049,3510.661133,19038
2016-07-14,3587.000000,3601.050049,3560.050049,3577.550049,3481.225586,20527
2016-07-15,3597.050049,3610.100098,3564.000000,3583.050049,3506.178711,88312
2016-07-18,3572.000000,3610.800049,3544.149902,3569.500000,3512.525635,19343
2016-07-19,3570.000000,3601.000000,3562.000000,3581.350098,3524.186523,18236
2016-07-20,3585.000000,3689.000000,3585.000000,3679.300049,3620.573242,23667
2016-07-21,3651.000000,3664.000000,3600.000000,3617.100098,3559.366211,22395
2016-07-22,3618.000000,3639.550049,3588.000000,3605.350098,3547.803467,17093
2016-07-25,3580.000000,3580.000000,3460.000000,3474.850098,3419.386475,60789
2016-07-26,3490.000000,3516.949951,3295.000000,3322.850098,3269.812744,154079
2016-07-27,3030.000000,3070.000000,2967.000000,2988.399902,2940.700928,393179
2016-07-28,2995.000000,3018.949951,2953.100098,2960.649902,2913.393799,124545
2016-07-29,2965.000000,2976.449951,2925.100098,2937.250000,2890.367432,82496
2016-08-01,2953.000000,3003.000000,2949.800049,2984.800049,2937.158447,60419
2016-08-02,2988.149902,2999.850098,2966.449951,2977.399902,2929.876465,42071
2016-08-03,2979.899902,2982.699951,2930.199951,2941.949951,2894.992432,54711
2016-08-04,2969.899902,2980.000000,2934.000000,2963.899902,2916.591797,40345
2016-08-05,2984.000000,3006.000000,2972.800049,3001.949951,2954.034668,40000
2016-08-08,3025.000000,3039.949951,3010.050049,3035.149902,2986.704590,45939
2016-08-09,3048.949951,3054.649902,3021.100098,3038.800049,2990.296387,40904
2016-08-10,3039.000000,3039.000000,2988.000000,2998.949951,2951.082520,23928
2016-08-11,3007.000000,3022.000000,2975.000000,3012.550049,2964.465576,34871
2016-08-12,3000.199951,3019.000000,2984.500000,3004.949951,2956.986816,25600
2016-08-16,3015.000000,3016.100098,2982.500000,3008.250000,2960.234131,12739
2016-08-17,2999.000000,3019.899902,2991.149902,3000.800049,2952.902832,39353
2016-08-18,3025.000000,3041.000000,3016.050049,3027.500000,2979.177002,19786
2016-08-19,3027.199951,3037.000000,3006.000000,3011.250000,2963.186279,15445
2016-08-22,3020.000000,3025.000000,2983.000000,3013.699951,2965.596924,13953
2016-08-23,3020.000000,3020.000000,2998.449951,3007.949951,2959.938965,12602
2016-08-24,3022.000000,3045.000000,3009.250000,3039.100098,2990.591553,22677
2016-08-25,3045.000000,3077.949951,3042.000000,3049.550049,3000.874756,33393
2016-08-26,3062.000000,3070.149902,3027.600098,3039.949951,2991.427979,13471
2016-08-29,3044.000000,3057.000000,3019.000000,3048.399902,2999.743164,16696
2016-08-30,3064.000000,3100.000000,3043.949951,3091.050049,3041.712402,29487
2016-08-31,3091.050049,3131.000000,3080.600098,3089.399902,3040.088623,28929
2016-09-01,3090.000000,3110.000000,3067.000000,3098.100098,3048.650146,16470
2016-09-02,3117.000000,3137.649902,3083.050049,3122.649902,3072.807861,35200
2016-09-06,3123.000000,3142.850098,3114.050049,3127.550049,3077.629883,11912
2016-09-07,3135.000000,3156.600098,3116.750000,3140.949951,3090.815918,15253
2016-09-08,3150.000000,3198.750000,3140.100098,3186.250000,3135.393066,26928
2016-09-09,3190.000000,3223.850098,3173.050049,3192.800049,3141.838379,29898
2016-09-12,3185.000000,3187.000000,3135.050049,3138.399902,3088.306396,37812
2016-09-14,3142.000000,3178.949951,3139.000000,3162.750000,3112.268066,6826
2016-09-15,3162.750000,3180.000000,3135.000000,3141.550049,3091.406494,8293
2016-09-16,3115.000000,3177.500000,3115.000000,3151.149902,3100.853271,21251
2016-09-19,3175.000000,3175.000000,3145.300049,3156.600098,3106.216309,14561
2016-09-20,3165.000000,3201.000000,3150.000000,3158.699951,3108.282715,15447
2016-09-21,3158.750000,3181.350098,3141.050049,3152.500000,3102.181641,11402
2016-09-22,3166.000000,3174.000000,3138.199951,3147.949951,3097.704346,20071
2016-09-23,3162.949951,3186.000000,3151.000000,3181.100098,3130.325195,10892
2016-09-26,3182.000000,3215.899902,3161.449951,3191.449951,3140.509766,15010
2016-09-27,3181.250000,3217.000000,3181.000000,3189.750000,3138.836914,11294
